,id,Name,position,team,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date,season,injury,days_of_injury,start_date,end_date
36,504543,Callum Robinson,Centre-Forward,west-bromwich-albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,110864,Mbaye Diagne,Centre-Forward,west-bromwich-albion,20/21,Virus Infection,13,"Jan 5, 2021","Jan 18, 2021",13/14,Finger Injury,61,"Aug 19, 2013","Oct 19, 2013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,129627,Charlie Austin,Centre-Forward,west-bromwich-albion,18/19,Ankle Injury,26,"Jan 6, 2019","Feb 1, 2019",18/19,Shoulder Injury,6,"Oct 28, 2018","Nov 3, 2018",17/18,Hamstring Injury,98,"Dec 23, 2017","Mar 31, 2018",16/17,Shoulder Injury,143,"Dec 8, 2016","Apr 30, 2017",15/16,Knee Injury,14,"Apr 9, 2016","Apr 23, 2016",15/16,Hamstring Injury,33,"Mar 1, 2016","Apr 3, 2016",11-10,Hamstring Injury,116,"Mar 6, 2011","Jun 30, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,146509,Kenneth Zohore,Centre-Forward,west-bromwich-albion,20/21,Knee Injury,56,"Nov 30, 2020","Jan 25, 2021",20/21,Ankle problems,13,"Sep 1, 2020","Sep 14, 2020",14/15,Foot Injury,22,"Sep 15, 2014","Oct 7, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,285845,Hal Robson-Kanu,Centre-Forward,west-bromwich-albion,18/19,Ill,14,"Feb 15, 2019","Mar 1, 2019",18/19,Knee Injury,13,"Jan 26, 2019","Feb 8, 2019",18/19,Hairline crack in calfbone,70,"Aug 16, 2018","Oct 25, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,130768,Jamie Soule,Centre-Forward,west-bromwich-albion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,61832,Cheikh Diaby,Centre-Forward,west-bromwich-albion,20/21,Virus Infection,20,"Nov 21, 2020","Dec 11, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,65230,Marc-Andr?? ter Stegen,Goalkeeper,fc-barcelona,20/21,Corona virus,14,"Jun 6, 2021","Jun 20, 2021",20/21,Ligament Problems,14,"Nov 14, 2020","Nov 28, 2020",18/19,Rest ,2,"Apr 12, 2019","Apr 14, 2019",17/18,Muscular problems,7,"Jun 1, 2018","Jun 8, 2018",17/18,Bruised Foot,4,"Apr 15, 2018","Apr 19, 2018",17/18,Bruised Foot,4,"Apr 5, 2018","Apr 9, 2018",17/18,Foot Injury,18,"Mar 15, 2018","Apr 2, 2018",16/17,Sprained ankle,14,"Jan 23, 2017","Feb 6, 2017",15/16,Fractured Finger,10,"Mar 21, 2016","Mar 31, 2016",15/16,Rest ,4,"Mar 10, 2016","Mar 14, 2016",15/16,Muscle fiber tear,3,"Dec 21, 2015","Dec 24, 2015",14/15,Ankle problems,16,"Mar 5, 2015","Mar 21, 2015",13/14,Hip problems,7,"May 19, 2014","May 26, 2014",13/14,Hamstring Injury,3,"Sep 16, 2013","Sep 19, 2013",,,,,
1,95732,Neto,Goalkeeper,fc-barcelona,21/22,Knee Injury,122,"Aug 30, 2021","Dec 30, 2021",20/21,Ankle Injury,14,"Apr 20, 2021","May 4, 2021",20/21,Hamstring Injury,7,"Feb 9, 2021","Feb 16, 2021",20/21,Quarantine,3,"Nov 10, 2020","Nov 13, 2020",20/21,Muscle Injury,10,"Sep 20, 2020","Sep 30, 2020",15/16,Adductor problems,11,"Dec 6, 2015","Dec 17, 2015",11-10,Fibula Fracture,102,"Mar 20, 2011","Jun 30, 2011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,326330,I??aki Pe??a,Goalkeeper,fc-barcelona,21/22,Muscle Injury,7,"Oct 25, 2021","Nov 1, 2021",21/22,Calf Injury,9,"Aug 5, 2021","Aug 14, 2021",19/20,Muscle Injury,25,"Jun 18, 2020","Jul 13, 2020",18/19,Calf Injury,7,"Sep 28, 2018","Oct 5, 2018",17/18,Tendonitis,76,"Apr 17, 2018","Jul 2, 2018",17/18,Syndesmotic ligament tear,124,"Feb 28, 2018","Jul 2, 2018",17/18,Hairline crack in calfbone,124,"Feb 28, 2018","Jul 2, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,361104,Arnau Tenas,Goalkeeper,fc-barcelona,21/22,Lumbago,7,"Nov 2, 2021",-,21/22,Sprained ankle,7,"Sep 7, 2021","Sep 14, 2021",20/21,Muscular problems,5,"Feb 8, 2021","Feb 13, 2021",20/21,Muscular problems,8,"Jan 25, 2021","Feb 2, 2021",20/21,Muscular problems,5,"Jan 18, 2021","Jan 23, 2021",19/20,Minor Knock,2,"Dec 14, 2019","Dec 16, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,466810,Ronald Ara??jo,Centre-Back,fc-barcelona,21/22,Hamstring Injury,30,"Nov 7, 2021","Dec 7, 2021",21/22,Knee Problems,5,"Oct 27, 2021","Nov 1, 2021",21/22,Fitness,14,"Sep 10, 2021","Sep 24, 2021",20/21,Mensical Laceration,305,"Nov 8, 2020","Sep 9, 2021",20/21,Bruised Hip,7,"Sep 11, 2020","Sep 18, 2020",19/20,Knock,10,"Dec 19, 2019","Dec 29, 2019",19/20,Knee Problems,4,"Dec 5, 2019","Dec 9, 2019",19/20,Knee Problems,8,"Sep 27, 2019","Oct 5, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,283170,Cl??ment Lenglet,Centre-Back,fc-barcelona,18/19,Knee Injury,14,"Aug 17, 2018","Aug 31, 2018",16/17,Ill,4,"Nov 21, 2016","Nov 25, 2016",16/17,Surgery,121,"Jun 30, 2016","Oct 29, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,282722,??scar Mingueza,Centre-Back,fc-barcelona,20/21,Muscular problems,8,"Apr 24, 2021","May 2, 2021",20/21,Muscle Injury,47,"Oct 5, 2020","Nov 21, 2020",19/20,Metatarsal Fracture,77,"Jul 16, 2020","Oct 1, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,331505,Gerard Piqu??,Centre-Back,fc-barcelona,21/22,Muscle Injury,23,"Aug 1, 2021","Aug 24, 2021",21/22,Muscle Injury,7,"Jul 23, 2021","Jul 30, 2021",20/21,Hamstring Injury,14,"Oct 23, 2020","Nov 6, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,683840,Samuel Umtiti,Centre-Back,fc-barcelona,21/22,Muscle Injury,40,"Sep 30, 2021",-,21/22,Muscle Injury,13,"Sep 15, 2021","Sep 28, 2021",20/21,Muscle Injury,2,"Feb 28, 2021","Mar 2, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,74857,Santi Ramos Mingo,Centre-Back,fc-barcelona,20/21,Knee Surgery,103,"May 17, 2021","Aug 28, 2021",20/21,Rest ,2,"Dec 1, 2020","Dec 3, 2020",20/21,Knee Injury,78,"Aug 17, 2020","Nov 3, 2020",19/20,Knee Injury,11,"Dec 30, 2019","Jan 10, 2020",18/19,Knee Problems,31,"May 16, 2019","Jun 16, 2019",18/19,Shoulder Injury,8,"Nov 12, 2018","Nov 20, 2018",17/18,Knee Problems,5,"Mar 24, 2018","Mar 29, 2018",16/17,Muscle Injury,4,"Sep 8, 2016","Sep 12, 2016",16/17,Knee Injury,14,"Aug 11, 2016","Aug 25, 2016",15/16,Knee Problems,3,"Nov 30, 2015","Dec 3, 2015",15/16,Dental Surgery,7,"Nov 9, 2015","Nov 16, 2015",14/15,Back Injury,24,"Aug 18, 2014","Sep 11, 2014",13/14,Influenza,3,"Mar 3, 2014","Mar 6, 2014",13/14,Muscular problems,0,"Aug 12, 2013","Aug 12, 2013",13/14,Wirst Injury,0,"Aug 1, 2013","Aug 1, 2013"
10,284854,Jordi Alba,Left-Back,fc-barcelona,17/18,Torn muscle bundle,97,"Jun 3, 2018","Sep 8, 2018",16/17,Hamstring Injury,21,"Dec 14, 2016","Jan 4, 2017",15/16,Hamstring Injury,14,"Nov 24, 2015","Dec 8, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,617074,Junior Firpo,Left-Back,fc-barcelona,20/21,Ankle Injury,30,"Nov 4, 2020","Dec 4, 2020",18/19,Knee Injury,42,"Mar 26, 2019","May 7, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,364240,Sergi??o Dest,Right-Back,fc-barcelona,20/21,Patella rupture,331,"Dec 13, 2020",-,20/21,Corona virus,15,"Oct 3, 2020","Oct 18, 2020",19/20,Eye Injury,8,"Dec 23, 2019","Dec 31, 2019",18/19,Tear in the abductor muscle,77,"Aug 14, 2018","Oct 30, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,466783,Moussa Wagu??,Right-Back,fc-barcelona,21/22,Foot Injury,33,"Sep 25, 2021","Oct 28, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,111819,Sergio Busquets,Defensive Midfield,fc-barcelona,21/22,Cold,3,"Nov 5, 2021","Nov 8, 2021",20/21,Sprained ankle,33,"Mar 22, 2021","Apr 24, 2021",19/20,Sprained ankle,22,"Jan 23, 2020","Feb 14, 2020",19/20,Hand Injury,37,"Aug 11, 2019","Sep 17, 2019",18/19,Back Injury,14,"Mar 15, 2019","Mar 29, 2019",15/16,Unknown Injury,16,"Apr 16, 2016","May 2, 2016",13/14,Unknown Injury,58,"May 4, 2014","Jul 1, 2014",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,412669,Frenkie de Jong,Central Midfield,fc-barcelona,21/22,Corona virus,14,"Oct 6, 2021","Oct 20, 2021",18/19,Fitness,7,"Nov 29, 2018","Dec 6, 2018",18/19,Ankle Injury,51,"Oct 8, 2018","Nov 28, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,44162,Pedri,Central Midfield,fc-barcelona,21/22,Unknown Injury,11,"Oct 25, 2021","Nov 5, 2021",21/22,Thigh Muscle Strain,22,"Sep 24, 2021","Oct 16, 2021",20/21,Ankle Injury,7,"Feb 26, 2021","Mar 5, 2021",20/21,Foot Injury,4,"Feb 9, 2021","Feb 13, 2021",19/20,Corona virus,14,"Aug 23, 2020","Sep 6, 2020",19/20,Adductor problems,6,"Feb 17, 2020","Feb 23, 2020",19/20,Muscular problems,5,"Oct 27, 2019","Nov 1, 2019",18/19,Calf Problems,6,"Jan 23, 2019","Jan 29, 2019",17/18,Contracture,5,"Apr 16, 2018","Apr 21, 2018",17/18,Muscle Fatigue,5,"Dec 28, 2017","Jan 2, 2018",17/18,Muscular problems,18,"Sep 28, 2017","Oct 16, 2017",15/16,Bruised Ankle,0,"Mar 10, 2016","Mar 10, 2016",15/16,Disrupted Calf Muscle,10,"Sep 7, 2015","Sep 17, 2015",14/15,Ankle Injury,3,"May 11, 2015","May 14, 2015",14/15,Injury to the ankle,10,"Apr 13, 2015","Apr 23, 2015"
17,288230,Ilaix Moriba,Central Midfield,fc-barcelona,21/22,Hamstring Injury,5,"Nov 4, 2021",-,21/22,Knee Injury,134,"Jun 20, 2021","Nov 1, 2021",20/21,Unknown Injury,2,"Apr 21, 2021","Apr 23, 2021",20/21,Hamstring Injury,22,"Dec 6, 2020","Dec 28, 2020",19/20,Hamstring Injury,191,"Feb 4, 2020","Aug 13, 2020",19/20,Torn muscle bundle,66,"Nov 28, 2019","Feb 2, 2020",19/20,Muscular problems,3,"Sep 27, 2019","Sep 30, 2019",19/20,Hamstring Injury,34,"Aug 19, 2019","Sep 22, 2019",18/19,Hamstring Injury,42,"May 5, 2019","Jun 16, 2019",18/19,Torn muscle bundle,26,"Mar 14, 2019","Apr 9, 2019",18/19,Ankle Injury,18,"Jan 21, 2019","Feb 8, 2019",17/18,Torn muscle bundle,26,"Jan 15, 2018","Feb 10, 2018",17/18,Hamstring Injury,106,"Sep 17, 2017","Jan 1, 2018",16/17,Problems with the hip flexor,10,"Jan 9, 2017","Jan 19, 2017",16/17,Bruise,0,"Dec 19, 2016","Dec 19, 2016"
18,182904,Miralem Pjanic,Central Midfield,fc-barcelona,21/22,Patella problems,7,"Aug 7, 2021","Aug 14, 2021",19/20,Muscular problems,4,"Nov 22, 2019","Nov 26, 2019",16/17,Knock,6,"Feb 23, 2017","Mar 1, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,466809,Riqui Puig,Central Midfield,fc-barcelona,19/20,Muscle Injury,60,"Feb 12, 2020","Apr 12, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,480267,Sergi Roberto,Central Midfield,fc-barcelona,21/22,Hamstring Injury,19,"Oct 12, 2021","Oct 31, 2021",20/21,Muscle Injury,13,"Jun 20, 2021","Jul 3, 2021",20/21,Ankle Injury,12,"Feb 28, 2021","Mar 12, 2021",20/21,Sprained ankle,18,"Feb 8, 2021","Feb 26, 2021",20/21,Muscle Injury,36,"Oct 29, 2020","Dec 4, 2020",19/20,Ankle Injury,11,"Jul 27, 2020","Aug 7, 2020",18/19,Head Injury,3,"May 25, 2019","May 28, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,85370,Carles Ale????,Central Midfield,fc-barcelona,21/22,Muscle Injury,12,"Oct 28, 2021",-,21/22,Abdominal Influenza,3,"Sep 25, 2021","Sep 28, 2021",21/22,Fractured Rib,10,"Aug 30, 2021","Sep 9, 2021",20/21,Hamstring Injury,31,"May 12, 2021","Jun 12, 2021",20/21,Muscle Injury,63,"Feb 4, 2021","Apr 8, 2021",20/21,Corona virus,14,"Dec 1, 2020","Dec 15, 2020",20/21,Muscle Injury,69,"Nov 22, 2020","Jan 30, 2021",19/20,Fractured Rib,11,"Jun 18, 2020","Jun 29, 2020",19/20,Muscle Injury,29,"Feb 23, 2020","Mar 23, 2020",19/20,Tear in the abductor muscle,29,"Feb 23, 2020","Mar 23, 2020",19/20,Stretched Ligament,8,"Oct 20, 2019","Oct 28, 2019",18/19,Muscular problems,4,"Apr 11, 2019","Apr 15, 2019",18/19,Hamstring Injury,41,"Nov 25, 2018","Jan 5, 2019",18/19,Muscle Injury,19,"Sep 30, 2018","Oct 19, 2018",17/18,Hamstring Injury,26,"Nov 2, 2017","Nov 28, 2017"
22,80444,Matheus Fernandes,Central Midfield,fc-barcelona,21/22,Fitness,17,"Aug 8, 2021","Aug 25, 2021",20/21,Rupture of Outer Meniscus,220,"Dec 30, 2020","Aug 7, 2021",20/21,Hamstring Injury,26,"Oct 25, 2020","Nov 20, 2020",19/20,Ankle problems,62,"Apr 24, 2020","Jun 25, 2020",18/19,Hamstring Injury,10,"May 13, 2019","May 23, 2019",18/19,Torn muscle bundle,19,"Nov 7, 2018","Nov 26, 2018",17/18,Hamstring Injury,25,"Dec 30, 2017","Jan 24, 2018",17/18,Knock,12,"Oct 26, 2017","Nov 7, 2017",17/18,Back trouble,25,"Aug 3, 2017","Aug 28, 2017",16/17,Ankle Injury,43,"Nov 27, 2016","Jan 9, 2017",15/16,Hamstring Injury,21,"Jan 7, 2016","Jan 28, 2016",15/16,Thigh Muscle Strain,17,"Nov 23, 2015","Dec 10, 2015",14/15,Knee Problems,3,"Jun 12, 2015","Jun 15, 2015",14/15,Groin Injury,7,"Sep 18, 2014","Sep 25, 2014",13/14,Shoulder Injury,45,"Sep 16, 2013","Oct 31, 2013"
23,688593,Philippe Coutinho,Attacking Midfield,fc-barcelona,21/22,Hamstring Injury,8,"Sep 10, 2021","Sep 18, 2021",21/22,Corona virus,6,"Jul 10, 2021","Jul 16, 2021",20/21,Hamstring Injury,82,"Dec 7, 2020","Feb 27, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,374139,Rafinha,Attacking Midfield,fc-barcelona,20/21,Muscle Injury,16,"Sep 30, 2020","Oct 16, 2020",19/20,Hip problems,6,"Jul 4, 2020","Jul 10, 2020",19/20,Muscle Injury,17,"Oct 1, 2019","Oct 18, 2019",19/20,Knee Injury,12,"Aug 29, 2019","Sep 10, 2019",18/19,Muscle Injury,50,"Feb 15, 2019","Apr 6, 2019",18/19,Hamstring Injury,47,"Dec 17, 2018","Feb 2, 2019",17/18,Ligament Injury,31,"May 6, 2018","Jun 6, 2018",17/18,Hamstring Injury,68,"Aug 9, 2017","Oct 16, 2017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,18944,Ansu Fati,Left Winger,fc-barcelona,21/22,Muscle Injury,14,"Oct 31, 2021","Nov 14, 2021",21/22,Calf Injury,23,"Aug 22, 2021","Sep 14, 2021",20/21,Medial Collateral Ligament Knee Injury,36,"Mar 4, 2021","Apr 9, 2021",20/21,Knee Injury,86,"Nov 22, 2020","Feb 16, 2021",17/18,Bruised Knee,4,"Apr 15, 2018","Apr 19, 2018",17/18,Knee Problems,14,"Feb 5, 2018","Feb 19, 2018",16/17,Stomach complaints,14,"May 11, 2017","May 25, 2017",16/17,Minor Knock,4,"Feb 9, 2017","Feb 13, 2017",16/17,Minor Knock,4,"Jan 12, 2017","Jan 16, 2017",16/17,Minor Knock,3,"Dec 19, 2016","Dec 22, 2016",16/17,Ankle problems,3,"Dec 5, 2016","Dec 8, 2016",16/17,Sprained ankle,3,"Nov 28, 2016","Dec 1, 2016",16/17,Ankle Injury,26,"Oct 20, 2016","Nov 15, 2016",16/17,Minor Knock,4,"Sep 8, 2016","Sep 12, 2016",13/14,Hip Injury,7,"Jun 23, 2014","Jun 30, 2014"
26,125781,Konrad de la Fuente,Left Winger,fc-barcelona,19/20,Muscle Injury,21,"Jul 11, 2020","Aug 1, 2020",17/18,Knock,9,"Dec 6, 2017","Dec 15, 2017",16/17,Knock,4,"Nov 14, 2016","Nov 18, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,129473,Lionel Messi,Right Winger,fc-barcelona,21/22,Hip problems,5,"Nov 5, 2021","Nov 10, 2021",21/22,Knee Injury,10,"Jul 26, 2021","Aug 5, 2021",20/21,Lumbago,5,"Apr 20, 2021","Apr 25, 2021",20/21,Rest ,2,"Feb 12, 2021","Feb 14, 2021",20/21,Corona virus,12,"Jan 3, 2021","Jan 15, 2021",19/20,Sprained ankle,28,"Oct 31, 2019","Nov 28, 2019",19/20,Muscular problems,5,"Oct 24, 2019","Oct 29, 2019",19/20,Muscle Injury,10,"Sep 10, 2019","Sep 20, 2019",18/19,Cruciate Ligament Rupture,217,"Nov 25, 2018","Jun 30, 2019",17/18,Fitness,18,"Dec 18, 2017","Jan 5, 2018",16/17,Meniscal Injury,258,"Apr 3, 2017","Dec 17, 2017",16/17,Thigh Problems,7,"Mar 9, 2017","Mar 16, 2017",16/17,Nasal Bone Fracture,8,"Feb 5, 2017","Feb 13, 2017",16/17,Achilles tendon problems,16,"Jan 15, 2017","Jan 31, 2017",16/17,Bruised Rib,7,"Oct 21, 2016","Oct 28, 2016"
28,331511,Ousmane Demb??l??,Right Winger,fc-barcelona,19/20,Ill,4,"Jan 24, 2020","Jan 28, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,351892,Francisco Trinc??o,Right Winger,fc-barcelona,20/21,Muscular problems,42,"Sep 14, 2020","Oct 26, 2020",19/20,Hamstring Injury,16,"Jun 24, 2020","Jul 10, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,126540,??lex Collado,Right Winger,fc-barcelona,20/21,Gastric problems,3,"Jan 2, 2021","Jan 5, 2021",20/21,Knee Injury,89,"Sep 10, 2020","Dec 8, 2020",20/21,Corona virus,26,"Aug 14, 2020","Sep 9, 2020",20/21,Knee Problems,68,"Jul 3, 2020","Sep 9, 2020",19/20,Calf Injury,23,"May 9, 2020","Jun 1, 2020",19/20,Knee Problems,13,"Oct 22, 2019","Nov 4, 2019",19/20,Foot Injury,42,"Sep 6, 2019","Oct 18, 2019",18/19,Knee Injury,83,"Nov 27, 2018","Feb 18, 2019",18/19,Knee Injury,43,"Sep 28, 2018","Nov 10, 2018",17/18,Knee Problems,14,"May 7, 2018","May 21, 2018",17/18,Muscle Injury,47,"Dec 4, 2017","Jan 20, 2018",16/17,Hamstring Injury,21,"Nov 10, 2016","Dec 1, 2016",16/17,Stretched Ligament,24,"Sep 19, 2016","Oct 13, 2016",13/14,Hamstring Injury,17,"Mar 17, 2014","Apr 3, 2014",,,,,
31,28003,Antoine Griezmann,Second Striker,fc-barcelona,21/22,Knee Problems,11,"Oct 29, 2021",-,21/22,Bone Bruise,7,"Sep 20, 2021","Sep 27, 2021",21/22,Fitness,25,"Aug 1, 2021","Aug 26, 2021",20/21,Hamstring Injury,3,"Jan 12, 2021","Jan 15, 2021",20/21,Ankle Injury,9,"Dec 23, 2020","Jan 1, 2021",19/20,Adductor problems,6,"Sep 25, 2019","Oct 1, 2019",19/20,Foot Injury,42,"Aug 5, 2019","Sep 16, 2019",18/19,Pubitis,6,"Mar 23, 2019","Mar 29, 2019",18/19,Forearm Fracture,19,"Oct 21, 2018","Nov 9, 2018",18/19,Forearm Fracture,19,"Oct 21, 2018","Nov 9, 2018",17/18,Adductor problems,8,"Mar 22, 2018","Mar 30, 2018",16/17,Influenza,4,"Nov 17, 2016","Nov 21, 2016",16/17,Torn muscle bundle,23,"Sep 22, 2016","Oct 15, 2016",16/17,Adductor problems,3,"Sep 5, 2016","Sep 8, 2016",15/16,Back bruise,13,"May 28, 2016","Jun 10, 2016"
32,69751,Martin Braithwaite,Centre-Forward,fc-barcelona,21/22,Muscle Injury,16,"Sep 15, 2021","Oct 1, 2021",20/21,Muscle Injury,18,"Oct 5, 2020","Oct 23, 2020",19/20,Hamstring Injury,13,"Feb 16, 2020","Feb 29, 2020",19/20,Muscle Injury,37,"Nov 6, 2019","Dec 13, 2019",19/20,Hamstring Injury,17,"Sep 18, 2019","Oct 5, 2019",17/18,Tear in the abductor muscle,10,"Oct 17, 2017","Oct 27, 2017",16/17,Knee Problems,5,"Nov 28, 2016","Dec 3, 2016",16/17,Hamstring Injury,26,"Oct 20, 2016","Nov 15, 2016",16/17,Muscle Injury,12,"Oct 7, 2016","Oct 19, 2016",16/17,Muscular problems,15,"Aug 2, 2016","Aug 17, 2016",15/16,Ankle problems,6,"Mar 27, 2016","Apr 2, 2016",15/16,Muscle Injury,13,"Jan 17, 2016","Jan 30, 2016",15/16,Neck Injury,6,"Sep 22, 2015","Sep 28, 2015",15/16,Thigh Muscle Strain,18,"Aug 3, 2015","Aug 21, 2015",14/15,Thigh Muscle Strain,12,"Mar 28, 2015","Apr 9, 2015"
0,629511,Thibaut Courtois,Goalkeeper,real-madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,369081,Andriy Lunin,Goalkeeper,real-madrid,21/22,Sprain,15,"Oct 25, 2021",-,20/21,Corona virus,12,"Apr 21, 2021","May 3, 2021",20/21,Quarantine,3,"Apr 17, 2021","Apr 20, 2021",20/21,Muscular problems,13,"Mar 23, 2021","Apr 5, 2021",20/21,Muscle Injury,36,"Jan 21, 2021","Feb 26, 2021",20/21,Shinbone injury,32,"Nov 9, 2020","Dec 11, 2020",19/20,Muscle Injury,7,"Sep 13, 2019","Sep 20, 2019",17/18,Knee Injury,48,"Feb 13, 2018","Apr 2, 2018",17/18,Ill,7,"Jan 5, 2018","Jan 12, 2018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,221316,Diego Altube,Goalkeeper,real-madrid,20/21,Ruptured cruciate ligament,80,"Apr 11, 2021","Jun 30, 2021",20/21,Muscular problems,16,"Jan 27, 2021","Feb 12, 2021",20/21,Muscular problems,14,"Sep 11, 2020","Sep 25, 2020",19/20,Calf Injury,20,"Jun 11, 2020","Jul 1, 2020",19/20,Fractured Toe,46,"Nov 21, 2019","Jan 6, 2020",19/20,Calf Problems,11,"Oct 14, 2019","Oct 25, 2019",18/19,Hamstring Injury,23,"Mar 6, 2019","Mar 29, 2019",16/17,Torn Muscle Fibre,24,"Dec 19, 2016","Jan 12, 2017",15/16,Bruised Knee,17,"May 8, 2016","May 25, 2016",14/15,groin strain,8,"Mar 27, 2015","Apr 4, 2015",14/15,Hamstring Injury,5,"Mar 16, 2015","Mar 21, 2015",,,,,,,,,,,,,,,,,,,,
3,537759,Luis L??pez,Goalkeeper,real-madrid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,412363,Lucas Ca??izares,Goalkeeper,real-madrid,21/22,Hamstring Injury,19,"Oct 31, 2021","Nov 19, 2021",20/21,Hamstring Injury,65,"Dec 24, 2020","Feb 27, 2021",19/20,Hamstring Injury,26,"Aug 14, 2019","Sep 9, 2019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,316264,Rapha??l Varane,Centre-Back,real-madrid,20/21,Ankle Injury,15,"Apr 5, 2021","Apr 20, 2021",20/21,Knock,13,"Jan 16, 2021","Jan 29, 2021",20/21,Muscle Injury,13,"Dec 7, 2020","Dec 20, 2020",20/21,Calf Injury,21,"Oct 16, 2020","Nov 6, 2020",20/21,Knee Problems,18,"Sep 1, 2020","Sep 19, 2020",19/20,Knee Problems,10,"Jan 6, 2020","Jan 16, 2020",19/20,Heel Bone Injury,21,"Oct 31, 2019","Nov 21, 2019",18/19,Hand Injury,9,"Sep 27, 2018","Oct 6, 2018",17/18,Metatarsal Fracture,89,"Apr 2, 2018","Jun 30, 2018",17/18,Foot Injury,31,"Dec 1, 2017","Jan 1, 2018",16/17,Knee Problems,6,"Oct 31, 2016","Nov 6, 2016",,,,,,,,,,,,,,,,,,,,
